edges_found,execs_done,execs_per_sec,fuzzer_dir,paths_total,plot_cur_path,plot_cycles_done,plot_edges_found,plot_execs_per_sec,plot_paths_total,plot_total_execs,plot_unix_time,unique_crashes,unique_hangs
1937,21001,13557.78,out/jsonc_nvd/nvd1,, 1, 0, 0, 13177.28, 140, 21001,1,,
